category,id,mass,scale
FloorLamp,f4da1907ed935101ad5d0d05865f4466,0.0010333455,0.0025365966
Bottle,8748b67d0ba5f35f724d867867ccd9fb,0.0302228431,0.0248661743
KingBed,9346c376015970633d3564ded6ce9f9c,0.2197553357,0.0020446199
Book,9ee8ceff2bd0f1adb3480c13e0bfacdf,0.4043494267,0.0197512306
AccentTable,79d5aff74dbfa0c2307557ffe40d48d7,0.0067757466,0.0016989357
Chair,63ac45ba2c2231d155f9a00acc25f137,0.0154653569,0.0038281844
Vase,1b370d5326cb7da75318625c74026d6,0.0318420922,0.0372378511
Cabinet,b4da5084ae0237fca4ab444e58fa9bdc,0.0806766437,0.0028038529
TvStand,fb91ba29b46a519f8f37c398c1a74a0f,0.2264472582,0.0096892216
Room,room10,0.3461536955,0.0017067899
Fireplace,ea469a288c684e5df0c50b09a9d0cc65,0.2391189964,0.0015739134
TV,334a54f9bfe49498aee28a20aa1ae6b2,0.1531898576,0.0050063853
Microwave,6888d8702b758476fc350be62d126bad,0.426328932,0.0094807664
Lamp,16327d928854b34ef11c3739edd52fa3,0.194852106,0.0514987622
Dresser,47b8322f6c83407ae0bc4ac9fb86d343,0.0735037722,0.0023157913
FloorLamp,99688a2668fe1fa3cf004563556ddb36,0.0576861646,0.0046216752
CellPhone,8826babe37996d5ba7ceedb2540a32b0,0.0583193993,0.0017822501
VideoGameConsole,6f63bae285167b09a56334a324a87883,0.0309934522,0.0012584074
CellPhone,9c1286570bbc6fc78f257ecba9a6ef8,0.1483537968,0.002989102
EndTable,c3134ae6fd6691d7db039d8689a74349,0.0310259961,0.0037159796
AccentChair,88b07c11b108c629410df1a8797023,0.0776790031,0.0051826113
Bear,821c4789edfbcdda84a6218346f27787,0.0018248984,0.0008888719
Dresser,594cf0c4a8b7e5c411053a770408f0d,0.1368218312,0.0026824726
Couch,48205c79d48ca2049f433921788191f3,0.0171699246,0.0006517488
Pencil,163034d9b96201beba48c111b1850fd,0.0183580961,0.0535515018
Desktop,cb3302db1d7441716d07c55cf995503e,1.9021089903,0.0056131872
Desktop,dfd631fc1aed5f94d2cbf79f2824de0,1.0330324895,0.0423273767
Armoire,2902625d2032f0f8bd5c01a421942c8d,0.2437660775,0.001087114
Bottle,48bacbf60318db537a0c402e1ca31f3,0.0782603552,0.0191701382
PianoKeyboard,87115561afe473cc363315335dd461ec,0.0593227533,0.0003837285
Barstool,46e9bb59c4ce35bc816ba383fb69bc11,0.0626262837,0.0092339568
Books,c36b1c0c76713ab5123bea2e703d6eab,0.2830331093,0.011313863
Refrigerator,7778d492232d8e54a44340bf227e40,0.3562935319,0.0029974384
Armoire,982b87f367716519fe7bebacf7a743b8,0.2366530071,0.0050303817
4Shelves,39ef7e982d00763560507fdad4357e06,0.1497854372,0.0029699251
Couch,c955e564c9a73650f78bdf37d618e97e,0.2883797112,0.0028261304
ToyFigure,5d7cfdd7b9b1f314ccb9d5278825aef9,0.0150640493,0.0011349448
Calculator,1195f3e9e2d20c31af2bcf0b16fddd8f,0.1524636272,0.0576613516
Cabinet,b64537285045dea88430b7446f9e1252,0.1017329751,0.0049553598
AccentChair,6730f663d0e012506f525e79a05bbcb3,0.0045128068,0.0005245121
CellPhone,2333cb1bbf825467becc5889eb0cb75b,0.0769252664,0.0272399944
Mug,128ecbc10df5b05d96eaf1340564a4de,0.0366125664,0.0017788255
Chaise,a9ec4ed3925dc1482db431502a680805,0.0065355514,0.0018421147
Refrigerator,97fcb32701826c8f7f8f1c5e1910ef62,0.0030119956,0.0014704833
DeskLamp,eeffd79536a7ab3e597ff152ef65c9c3,0.1685440119,0.027415503
Dresser,769e39290e714d19f1783a44a88d6274,1.391759038,0.0066787417
TrashBin,21601b2073df39a1ba03b08fad766c06,0.105969124,0.009650552
Couch,6bd7475753c3d1d62764cfba57a5de73,0.0073544876,9.8963e-05
WineBottle,8cd9b10f611ac28e866a1445c8fba9da,0.0119138886,0.0086531927
Couch,87c7911287c10ab8407b28046774089c,0.1957339278,0.0028169218
Rug,2605b0c6f426a401cd59b858322161b3,0.0034314659,0.0015233196
Pencil,8c84c47315c6f4422e46c5f5500a7c31,0.0656176994,0.0003674395
Pencil,3f49e3df38acc6b0d3974d4fce0adc53,0.0218207068,0.0002738291
Monitor,6c56f6063ceb2ba4de1b0b03ca051f02,0.0641975252,0.0094393918
TrashBin,17f32bd314bd6315d4d8765e3910f617,0.259350329,0.0077200808
Laptop,e6b92cc71ad04a775872a8d7ae27b927,0.3940010324,0.0198796731
CeilingLamp,2734adb893d49b34542674283bd5ef10,0.056613944,0.0050992681
Sideboard,c74633913246731998d5fc0473d00a1c,2.6345850824,0.0096490125
DeskLamp,17b083510f14982b7eaeab1f0c9120b7,0.0003329044,0.0029477073
Fireplace,2cb7486cd0d713894c324889334fe6fb,0.1469477384,0.0027814483
Cabinet,40071717c5d7ce2b4c302e425a8d781,0.2762480001,0.0007473147
Knife,594dd047f15ec08ab1e00d60b0f9cc70,0.002490681,0.0008848628
Sideboard,b637783533b64bc3441371570218d683,0.2932799149,0.0040604671
Toilet,75c48c48656afc695a60f8212273313d,0.0659061581,0.0009828254
Dresser,faf462a8b5d9bc45eadc9f074ecd1df1,0.0137396421,0.0017754736
RoundTable,f3775c07e5ba9515d6944324b21393b5,0.07246353,0.0045552955
Refrigerator,1fd27f66f017edfbdf3a1b0d597ce76e,0.0987368153,0.001979945
Desk,9d62879ff7cce4ff8915f3ba2effd3ed,0.0413250347,0.0032169278
Painting,3d1e2c8874e4ed51dc3d5b9de4300711,0.0698420147,0.0008321449
Rug,8e0f9bd84837b6abe3f7a74e12a274ef,0.0386362531,0.0018845346
USBStick,191d35d8b238316dbe938435307744f3,0.1810299944,0.0132533144
LoftBed,f49119184f72bbb0b868f531409e0fc4,0.1755374007,0.0024235337
DeskLamp,a00974344d29c09f47cb1d3e6a634bb4,0.0004395516,5.63332e-05
ToyFigure,baf6c6a5e50e38d275d9a619fe66717e,0.7092967461,0.0140399373
Laptop,11448f34681c545439f3410d5f76299b,0.5741005734,0.0147730353
Couch,ddc8bdf6ac3786f493b55327c66a07aa,0.0409993403,0.0022329125
Room,room04,0.0058322595,0.0002747011
Cage,22a6831f59ef0593852c49940c485735,0.0017117946,0.0039121715
Fork,4c3233acca01fb131e652fa812161367,0.0025866042,0.0004944281
TrashBin,f7c95d62feb4fb03c0d62fb4fabc5d06,1.265830353,0.01576571
Couch,e410469475df6525493a4a2a112261d3,0.2712947686,0.0030616534
Desk,6c3fd211ccf0789c2846fa729d90e125,0.0447643816,0.0029056502
Cabinet,a5b0aa0232ecc6dbd2f1945599cd5176,0.0082218295,0.0011995372
Vase,3e8fd535abd8381c614be109ad41e469,0.3910281202,4.64495e-05
Printer,e33f0d779f8f0f8127373c7dfd2344fc,0.043165735,0.0022068174
Desk,70f408c759664b953f99a25d2bc1902,0.4696423422,0.0060642616
Pillow,57540783188a9cc98b424343280aeccb,0.1794420723,0.0081371827
Vase,ace45c3e1de6058ee694be5819d751ba,0.5579475409,0.0528300949
Board,b09fee75360209805a4cd9b26f359d36,0.0064567444,0.0018820072
Desk,244d019df47b3d3fa1580e4942a1e932,0.0032451607,0.0013405091
DoubleBed,4f006d22cff8d6c345d01f51967f1346,0.2341986299,0.003222124
ChestOfDrawers,1077ec2ad50f4d1e635469b95109803c,0.0294633541,0.0041174295
TV,d2e49348e3cbbd4acfa77eeb87b2061a,0.222601275,0.0070382602
Bench,f481b438f2d7c8b7e858d752eb6e952e,0.0339839611,0.0034047802
Vase,984056a28829c88435836c728d324152,0.0049291127,0.011987388
TrashBin,2a53c5c1eb517467e3bc44bb1006d615,0.0241477765,0.0021684739
Desktop,3d16b54a7c7c2fe5c6e8e7cc29274f4b,0.1808079505,0.0061545718
Sideboard,c1c99a0e1311a88b38bac5d77f0f65a,0.0169741372,0.0012594964
Sink,8162476d513db3bfbd5f1428a5e5da8d,0.4190898556,0.004631927
CellPhone,f42fdbed4f5cae8fbecc5889eb0cb75b,0.0416131626,0.0315984776
ToiletPaper,accc37f006d7409d42428dd46e9da8,0.1186404455,0.0015865984
WineBottle,fa44223c6f785c60e71da2487cb2ee5b,0.0829529065,0.0170641564
SingleBed,69d996ed6fce735e1f6a5b0146bf3030,0.4180709759,0.0037717497
TrashBin,8da4e9a1997d171619b63315806d4cb4,0.4533021481,0.0073966262
TV,ddb81157c33104d77bd6e0bcd6ab81f4,0.0318443087,0.0053295511
Pan,b893464f1ca6bfebbda72093f9b5aa73,0.0255159355,0.0056157836
StandingClock,ae564765e5ba2f037bad031e1feab327,0.0446750591,0.0027881672
Bookcase,cc38bc7db90f43d214b86d5282eb8301,0.034251006,0.0027917878
OfficeChair,5bad12e5d89859a08f3db5ef0d8147ff,0.0479145018,0.010261633
Monitor,413532ef068e89aa724d867867ccd9fb,0.0164068105,0.0065203845
Bench,d63302230b1e358f24e2eef7547426c4,0.0032332476,0.0017503168
DeskLamp,d3b7e793523ca1a87e591a0b02757e6d,0.0053725895,0.0005903325
Hammer,6683cadf1d45d69a3a3cbcf1ae739c36,0.0086585655,0.0021267761
Couch,1b5ae67e2ffb387341fbc1e2da054acb,0.1868129478,0.0027152577
Mirror,7fe270a9cb7621ed157bba5da16c1cd3,0.0067761152,0.0037631271
DiningTable,7a3326ec918a44846e3c8a33c4ddf2ef,0.0823015053,0.0036672202
MediaPlayer,74abc9d2050fca9fb9b8e1d51a83d7c8,0.7820917307,0.0176983344
CanopyBed,87d536032c36d75a84b9ed79a2c52d47,0.013793966,0.0012884616
RoundTable,2894cc5460c61117f46d6fc43de3fc46,0.0265013484,0.0032158948
CoffeeTable,c35990badac37b256c09970ea0def16f,0.0086467284,0.0024060255
TableLamp,5c74e00952ec3f52b6abfc9a8887db97,0.0539246965,0.0004223886
Stool,52f1d2e7a3cefc2e504721639e19f609,0.017178971,7.36433e-05
NintendoDS,29e9ba2e86a2fd8ecf3ddd47627ca960,0.1639873973,0.0417387308
Book,b7f90bcd0df05b2fdb8263f95c1cca50,0.17401598,0.0277570591
Desktop,102a6b7809f4e51813842bc8ef6fe18,0.4065880818,0.0088717008
CoffeeTable,b0e4b1c9a46c171f2cba66dc6aeabcd4,0.1408225277,0.0069485516
Tank,9037fb8643165a0f543fc9b228fa4afd,0.0253828568,0.0003548807
Gun,4beaa2ddef83fdbb36d68c98a2069458,0.0632937801,0.0012692351
EndTable,299d4157334aece64bd9e0690b0b191,0.0060844862,0.0014942883
FoodItem,28b280b06401e17c83b787d4ec835b6b,0.5564293634,0.0187722149
Nightstand,9e42bbdbfe36680391e4d6c585a697a,0.5625087682,0.0127737307
Lamp,9bac04b7ee87d57224f5b2f86d563e72,1.7492644429,0.001304067
Cabinet,396833ec9cf78ea244221bef0fa3c36b,0.4155695661,0.0068447062
TableClock,b4ba086ae065fbe3664fd9ccc8bafb2,0.0846343959,0.00403994
EndTable,c0470c413b0a260979368d1198f406e7,0.0860803034,0.0068340899
CellPhone,f8788ee72552e46d2cb30f9f0e012738,0.0099641922,0.0010283398
Vase,ef5269ba557da598561dce3fe08634b7,0.0065713228,0.0006862592
Shirt,44335bd42d45714113b545a1b395c76f,0.0105052631,0.0112065779
Poster,6b5022bb6bd021257b9c6deef486a7d8,0.0348779245,0.001484306
Couch,f20e7a860fca9179d57c8a5f8e280cfb,0.090640996,0.0013644256
Gun,414c390128a57fb1de0e2ea00b1b12dd,0.0126321917,0.0018268973
CeilingLamp,a65ef611a87ef261b51237c6d26d9b,0.0019353768,0.0022908448
Loveseat,a76a2d34a1aca99611e76965808086c8,0.7176428789,0.0047202626
Telephone,fb050aca4d5f2573cf1d3d11d6121bb4,0.0108182567,0.008933859
Hammer,abb61e6edd2f642238eeb65ddb108127,0.0228120794,0.0002836015
Dresser,50e2f2d0cecea1ebd4091fbf7990ddf0,0.1103275522,0.0031338837
Tank,ca1190ff827af8c4dbe62544818af5a6,0.1660905621,0.0022744337
Vase,e3460d6578d619c935836c728d324152,0.1490487077,0.022334637
Mirror,83521cc44e7e940a7168cf2bbe832657,0.0327466366,0.0118052098
WallLamp,e21e369f15782d872a08194fd3f4120d,0.8824674252,0.0566373311
PersonStanding,1e4d007084c9c0a8ca4ededb9b0e509b,0.0024710774,0.0013349251
CoffeeTable,3276b805858c16be32f5967f5b1e0da9,0.1095455612,0.0049263917
TvStand,71dc87d4ce0d479498d5fc0473d00a1c,0.1108964307,0.0046723785
EndTable,ece7f04700c5767a4cbf9a02e3342127,0.0229117178,0.0035368364
Couch,52d307203aefd6bf366971e8a2cdf120,0.0447761321,0.0016000414
CellPhone,f6b4f01d4c9c09e6af1fe3c052ed3a8c,0.0037648883,0.0001928728
StandingClock,7797e617b7360daf11896682a870a6da,0.3810609176,0.0020928066
Desk,1c123801cd052c833bd248747cb27ae2,0.0025757754,0.0018822136
PillBottle,6aba175c988c8bec9fac57ed2e044778,0.0068713494,0.016178133
Laptop,e3a6e0216ce1b9f4b4bb73dbde2fe319,0.006603297,0.0072505364
Oven,ae9ef26827d0eead512919779a49252d,0.4997837166,0.0128771116
Cabinet,65856b8ae189a3a13d5da2a72f595df5,0.1097306182,0.0021524889
KingBed,8031a85ece37f223b5edf94cfe57f2d,0.2442144962,0.0019874475
AccentTable,391005d8f1291cb71bb088904f7cb154,0.2104643935,0.0109627309
PaperClip,fd0c1cca76499935920de219c00d1c3b,0.0135265621,0.0803383961
Desk,8c4db8618f458b062e5325f0ce7656f,0.0122689135,0.0013295767
Table,b548aa319cf5d0c71085a6d70c973b41,0.0524149936,0.0052561867
Picture,d79ad0a65a00809f3a66b6fe2c876ded,0.1268228809,0.0048918575
Microwave,556994e41b273b1f3479c0025d9d887f,0.0446132313,0.0026882982
Painting,320ef7589ebf4858c62ac18334863d36,0.0619072869,0.0057173383
6Shelves,decd164f9cf7ff4914962008498757af,0.1308195683,0.0039045683
Armoire,3258f03543110f69e4c6ddc06f5d7d5e,0.3304246882,1.92547e-05
4Shelves,fed5484a2cefe138d1a52b30b8c7f86c,0.0140805638,0.0025793192
Headboard,51f54c4307a3ee1ff68a8e4ae5e6c1a0,0.0546758256,0.0026284778
Couch,f0a02b63e1c84a3fbf7df791578d3fb5,0.34957853,0.0035709962
Table,d8b385186b28ecdb98d5fc0473d00a1c,0.0067438373,0.0051368995
Picture,db8adce3311a221d98d5fc0473d00a1c,0.0321665647,0.0030446271
DiningTable,8ed7309372c7b0dd98d5fc0473d00a1c,0.0755035271,0.0039568458
Sideboard,806f448672b03c9b2597758871e1430c,0.0978546698,0.0043321605
Pencil,641f2e1d13875de4405738a4d4d0fc7f,0.0003389369,0.0128945104
TV,956f4464a0c344d621c6aa624f82ef1,0.0064952997,0.000826125
Credenza,fd77d891d762fa99bbca1ad96622b322,0.1220331316,0.0028927137
Book,e89154bcf3d1311cef1b7984700142ff,0.0164134452,0.0149044011
Battery,f168cb95bee9962f171dcfaba5dcf7df,0.143541503,0.0788118173
Chair,88e8507ff623fb1c504721639e19f609,1.1305823517,0.005566181
QueenBed,3dbda863da1b282654a29524abf83a72,0.0413125967,0.0014490459
Sink,1a6a67905880e4911a4d5e0a785b0e03,0.0015821431,0.0011058384
Fireplace,1152a5db0db892286c52446b30bba6c,0.0107976489,0.0012633353
SoapBar,351dec75ac0619b1827473663798726a,0.3696651225,0.0005445741
PictureFrame,e5fb25b56c43161cb55b79705f5d2d88,0.0657544594,0.0170791511
Pillow,84693d928bbec2d18b14db3b83de9ff,0.0629109053,0.0065825534
Bottle,3dbd66422997d234b811ffed11682339,0.0508816076,0.0277530697
WallUnit,9cea55feee857706e75e49e6ac98ae01,0.1906040906,0.0020712528
GameTable,d8f848c8bbb0d39ed8f15a30bd7fd391,0.0422846583,0.0013914375
CellPhone,4ce4f7fcf5f0c57a3caebb882f007959,0.1609866138,0.001485586
Monitor,bb284aaeb7ccb54b5c4dc8ac281ba59d,0.0181056394,0.0041463962
Courtyard,room19,0.0020160216,4.71351e-05
Couch,537438b5f127b55e851f4ba6aaedaaa8,0.0511506942,0.0027563583
Camera,fc6c022b619da61593d3ed7553ef73bb,0.67042301,0.0126053546
Vase,1f5c74f0a55cbf9798d5fc0473d00a1c,0.0073604832,0.0087920888
Pen,d81e982bce7bdbddf47484f078008533,0.0039392917,0.000144347
FoodItem,3cffbf6ee680b9bf1f7d74d0e5d47456,0.0683483125,0.019759291
Chaise,8a38d65b4909e79d727e9f790cd597,0.0016114859,0.0014840249
Couch,660df170c4337cda35836c728d324152,0.0410409214,0.0019027706
Board,499623d9dccc195af8fd14d222168087,0.046078299,0.0064384
6Shelves,f9d38b2e5296d1b9d810b14a81e12eca,0.1202393972,0.0041461972
Rack,4f9a89a9f503832661aa9c14ed8c9268,0.0557075467,0.0044246334
Couch,9294163aacac61f1ad5c4e4076e069c,0.0297307344,0.0021785998
Speaker,7eaa6ce69789922292047eb9835bd0ea,1.6419303875,0.0007928455
RoundTable,d1ef98cd329a71d1d8a323bf2c61bf7a,0.1296713898,0.005385748
Sword,201cfa3262dc5a72add6522bbc1134e9,0.0124847502,0.0004056902
CerealBox,e481c3d08c11fc9e2978181091f6882a,0.1521183606,0.0141786934
Pizza,df62f7b84fd210ba82cabcc4d06ff984,0.0740254472,0.010769537
AccentTable,99e89417f985d077738e43095496b061,0.0062401595,0.0053255817
CeilingLamp,b763bb6346d52e0bb68a28dd0f5522f,0.1180315514,0.0074616483
Knife,594dd047f15ec08ab1e00d60b0f9cc70,0.0035242029,0.0009933986
Desk,709511029d5df8f0edf56034a4a83dcb,0.0364501902,0.0023733137
AccentChair,6d619704ac0bed9827eb00c151c6f711,0.1256613015,0.0056169103
WallLamp,b0dc454e9c963018fcb8d8c6d4df8143,0.0218590405,0.00576748
DrinkingUtensil,c491d8bc77f4fb1ca4c322790a683350,0.0198151971,0.0272165244
3Shelves,22fbb23ca13c345b51887beb710d662a,0.1445992219,0.0024196631
FloorLamp,a6b8517444f44dfb35836c728d324152,0.0451536512,0.0058935039
PianoKeyboard,6ffd99ac6044dfe174d5a6a8a8e5a2e,0.01006379,0.0029242303
Knife,399a06c05cd49d63e27e8ebff5cc9c0,0.0082324901,0.009324097
PowerSocket,a5d38fa50974f4713a619048371e969d,0.0068973279,0.040973096
FloorLamp,a8de306413cc4603cf004563556ddb36,0.0620864439,0.0040744544
GuitarStand,832c41c2f8974ec8de5ae1c2dccad719,0.0065554837,0.0045981608
SideChair,d64b2ba9f1f35362cffd61677456447e,0.0062871457,0.0036875939
Couch,1914d0e6b9f0445b40e80a2d9f005aa7,0.3622078777,2.8866e-06
CellPhone,856af7985cf65ce9c2e7d069edab0831,0.0486631936,0.0322025767
Dresser,7673613e976026b091d53822e4ce8e47,0.0693710359,0.0045385469
Chair,fa6636dfa85cd625f63376552552931f,0.4490445061,0.0005513707
CellPhone,4ab745d5e834afd23765349fd8e5584,0.0411630153,0.0040267735
Radio,52fbb082b3d28d369715146e52a0621c,0.3632333304,0.0010088399
Bowl,fca9fcb710592311d291861d5bc3e7c8,0.3057485277,0.0214790655
Printer,da1ab3860b75dbe837f7fabf76ffe0b0,0.1744435641,0.0119402279
CellPhone,98ae1f4e9c6c42423fc645f8192a3987,0.0363657826,0.0372258361
WallUnit,5d3ccbb29fe58b46e847b10d79cd920,0.0175853485,0.0019929273
OutdoorTable,11b54e1530c17829ec4bb690ca24962,0.0589019129,0.0036236829
Mug,48e260a614c0fd4434a8988fdcee4fde,0.0111412245,0.011748644
Bathtub,c534e117a4fcebf67843fb4efdc19510,0.1382422499,0.003535027
Pencil,cdb82f4b34804520821a29f3de4d7cce,0.0109035545,0.0652223718
TV,26c4b554e25041b8defb2d6276747b70,0.7681100776,0.0044965003
TrashBin,d941316d8b08f68d50df3dd3aef804b7,0.0298100201,0.000342522
AccentTable,828d1b43814fc98c93b89bfd41acaad0,0.0679789134,0.0051649796
Couch,b5fe8de26eac454acdead18f26cf2ece,0.1648440179,0.0006069093
WallClock,e133ca5fa7e49536fc5a6a6856432614,0.1127551068,0.0195265159
WineRack,df7a8b9d2dc9c134503adffe35460705,0.0423584948,0.0082580754
Barstool,9b5763f41fea60a27b5f24e1b64d2453,0.0247048614,0.0046903402
DoubleBed,5bbcf08fabf2d50336b41ce3eef1f5be,0.3170538131,0.0022421018
FloorLamp,6a6b7bb44ad7381e35836c728d324152,0.0081384204,0.0031114869
Laptop,c3d3b9e2d097202a3f8f528a267748f,0.1452943592,0.0184453122
Painting,88ca54ecd98aaab77fa29a3ea424473,0.0865252971,0.009430899
WallArt,9c46da72e6ce03d39633f09cc167a202,0.0088356049,0.000849851
Chair,fc99c80f588bc88d5a6be9e325f087ce,0.1775039615,0.0102006308
ToiletPaper,871c95ddf6fcfff5a2aebf4c02eb5852,0.006697473,0.0093335448
Sword,c907cc06f13cdcf3886ea88b5ce61625,0.0001478733,6.3895e-05
Cup,5d034d08b3afb0054212ff51b27f0221,0.004102943,0.0030237988
Fruit,45b11723630a657e32e150233fdd42e9,0.1177150582,0.0292278248
TrashBin,4088f2056763a95752e986a5f722a6f,1.7715604452,0.0072199703
QueenBed,335bc3bc6a20295c3c5e8f9688dc3202,0.4486888563,0.00228331
Toilet,ec1200c9624bc57beccddf4e77f6df9e,0.0243062946,0.0046176377
Mug,5b515d0b0c6740d5c5fe7f65b41f3b19,0.022173222,0.0165459477
Ship,876a4bea4fc35db067fd6c1ab7f8324,0.1136780585,0.0001711561
TV,2a000371f7dabee3390c65b6a0740c7f,0.1063830696,0.0088583177
Telephone,9cd99229ce4dc71ac00fd1150223027,0.7634888481,0.0045665015
Cap,df0dad9aa5876de3af81f84c1d08b8a2,0.0499583392,0.0052907785
Painting,3e9f3db3935fbf37b6da6aba4787946b,0.018088866,0.0064797598
Curtain,925251c1139e67a60b94e8bd471c682,0.0041302345,0.0014343277
ChestOfDrawers,2883fdb2de2c88ff738e43095496b061,0.1765432418,0.0120765536
PottedPlant,9c00e85febb3950fbd353c96f0f6d633,0.0566930182,0.0138925999
Sideboard,2bb2708bff12ba6b1f8d8332ee17945a,0.9817585966,0.0053239854
CellPhone,4db6499f5cd8e81de246e0ed150b5a5e,0.2837287211,0.0799870956
CellPhone,a6188e308c33e146821ccd94ca6205,0.1392786674,0.0292325847
Plant,35fce942b1d47f18dbde8847d3101230,0.2822825491,0.0005261436
WineGlass,2d89d2b3b6749a9d99fbba385cc0d41d,0.0149154737,0.0024652679
Eraser,d9dd595ae6cae5bc9f4c3c326d704746,0.0044327445,0.0003479021
Gun,898424eaa40e821c2bf47341dbd96eb,0.1235968115,0.0419466203
Ruler,48a884a11debeb945c0bf388ba84a59a,0.0007110468,0.0218581086
Ruler,3562eb08ae56cc2655e590200faa98f2,0.0006174792,0.0103414721
Copier,a945e3df688458ae8075fd3e4c0fdb7,0.0241549358,0.0014391347
DiningTable,8ed7309372c7b0dd98d5fc0473d00a1c,0.0058381581,0.0016857196
Knife,208610aa6d607c90e3f7a74e12a274ef,0.0040088694,4.93838e-05
CoffeeTable,3a2abb9d8c39e9ceb2608bc8dec0a3,0.1436074076,0.0044058561
TrashBin,508a84f2e4a1d22d7f7fbfb94ac070c5,0.0178690633,0.0002703536
QueenBed,dbd55846b5d8df8be03490202c0c1118,0.2198145907,0.0026158914
Book,a65a1329f220b75dc397398a02cfbf3,0.0681094718,0.0002991485
TV,224c9042b88bc5dd43c0de1c963beb89,0.0294855325,0.002456335
Dresser,8099d779c957858fc3bd8a50acfb9801,0.7515428941,0.0043761985
Couch,f09a3e98938bc1a990e678878ceea8a4,0.024440521,0.0015286777
PianoKeyboard,993e2b73bf0d4c8e8d05b4091b7a70c0,0.0222877765,0.0030909507
Knife,3b1f7f066991f2d45969e7cd6a0b6a55,0.0021535953,0.0003974568
Picture,5f08ec98302b35a398d5fc0473d00a1c,0.0257890593,0.0055173985
SideChair,8841a35812d5a95f98a4820926b2a786,0.057937973,0.0104145934
Chair,8d0c04c99429ba8919fb4103277a6b93,0.2317509646,0.0094895702
WallUnit,79850ee3f51fa260d2383324d48cb302,0.1402268206,0.0020442737
Sword,5a5117b67ba76cc1ce1bfc1f4f98fb76,0.0002013229,0.0073719619
WallUnit,f8f8ff7d9cfdd395765b19233e844344,0.0526053975,0.0015799049
Flashlight,fbb6a1fb01f08eb1575f032b182448e5,0.0049658956,6.70646e-05
PersonStanding,4b611ee8e34d07bbb967dfac36a4949b,0.1129199686,0.0048702606
Nightstand,699352851ebae49e284e26d791b72df8,0.0318848043,0.0054364276
EndTable,36821105af341539d810b14a81e12eca,0.0679133864,0.0044883747
Mirror,4b3e576378e5571aa9a81fd803d87d3e,0.0537811442,0.0048381082
FloorLamp,5854a955cf150cf0cf004563556ddb36,0.0071109137,0.0038496107
MilkCarton,1c30b1102303f27ef690049a092c5efc,0.0525130805,0.0014966266
Couch,10507ae95f984daccd8f3fe9ca2145e1,0.028646288,0.0018094472
TvStand,f8171ecf95e7fcc6d104ea833df0d0fe,0.0829448569,0.0024981875
LoftBed,abd7d9614d770afa4995ad4994ba77fe,0.1410364242,0.0018264471
PictureFrame,8f81ab4f9eb8766d4b2f8c8b299545e4,0.0070753472,0.0085499557
WallUnit,87c9231d0ecf6d6e6430c2c15987e4cd,0.2389040631,0.0064213419
TrashBin,5de88372e5fe678210f2f90dc6041e49,0.1133749832,0.0008319947
Chair,ea55ebec0d5a10aa146fa8a09fad6c38,0.0019093296,0.0031568307
Helicopter,88a3ff85cc863b424312c0bbcc2e4932,0.0020898447,0.0001384623
Armoire,ae4526ba45eed6add53325bb5d055710,0.4693487082,0.0025092478
Poster,cbef883ae4ba43d811d895e23a96859,0.0908062203,0.0079782655
Cabinet,834f0fbcc44a87f5824080f516909671,0.7977331132,0.0090172966
Chair,61921ef74746301497380cf93ab53c21,0.0848451925,0.0002957828
Laptop,4f3575df3821e08c466909b3e9553909,0.0136369786,0.0004654889
Dresser,7dac6c932ca4f2fbb1cbe768f98549bf,0.0509918844,0.002814546
Cabinet,3c603c6afcbdba7b4da5feafe6f1c8fc,0.0435457464,0.0037964923
Couch,38a4328fc3e65ba54c37b9ce3a3de242,0.3561449629,0.0028583094
Couch,69257080fd87015369fb37a80cd44134,0.2567223699,0.0029986604
TV,fadeeffb78dc70189599371049c32d38,0.0777530546,0.0052747678
Bookcase,34e73c7fb43d489cd810b14a81e12eca,0.005406552,0.0015885747
Telephone,fb040b309c45cf3e85d624cfcd9a37a7,0.1304034418,0.0137243417
Guitar,4e982d5baec36536c86b22832615248,0.001436107,0.0002668769
Fireplace,b1bce627680b80b6e3f7a74e12a274ef,0.0697635175,0.0031949826
AccentTable,c527f1e7ae2c7b8a4f7482420c2e91df,0.5249022727,0.0137718526
StandingClock,1944938643bdb1dd56538cee362f80d0,0.0419399903,0.005841313
Candle,e045c2ee95aa4a6730c65e6f579cf287,0.0085556164,0.0021217362
FloorLamp,9c5a4f568399539b47afb7a57d27bf15,0.0001360953,0.0021109795
Refrigerator,cb77d8bee4e71ff2be3ff4383816107,1.0966144103,0.0009842048
